10.172.162.20 - - [03/Dec/2015:00:51:12 -0800] "GET /jenkins/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/build?token=INSTALLER HTTP/1.1" 201 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntOutcomeNote/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/descriptor/hudson.console.ExpandableDetailsNote/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/script.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntTargetNote/script.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/descriptor/hudson.console.ExpandableDetailsNote/script.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:17 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/terminal.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/script.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/document.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/document-properties.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/images/24x24/previous.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "GET /jenkins/descriptor/hudson.tasks._ant.AntTargetNote/script.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:18 -0800] "POST /jenkins/extensionList/hudson.console.ConsoleAnnotatorFactory/hudson.plugins.timestamper.annotator.TimestampAnnotatorFactory/usersettings HTTP/1.1" 200 236
10.58.180.73 - - [03/Dec/2015:23:56:54 -0800] "GET /jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/ HTTP/1.1" 200 4998
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/24x24/up.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/24x24/search.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:55 -0800] "GET /jenkins/static/632e0264/images/48x48/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/images/16x16/blue.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/images/48x48/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/images/24x24/folder.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/images/atom.gif HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/images/16x16/health-60to79.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:56 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:58 -0800] "GET /jenkins/login?from=%2Fjenkins%2Fview%2FSP302%2Fjob%2FSRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302%2F HTTP/1.1" 200 5203
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:56:59 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:04 -0800] "POST /jenkins/ajaxBuildQueue HTTP/1.1" 200 330
10.58.180.73 - - [03/Dec/2015:23:57:04 -0800] "POST /jenkins/ajaxExecutors HTTP/1.1" 200 1963
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "POST /jenkins/j_acegi_security_check HTTP/1.1" 302 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/loginError HTTP/1.1" 401 5182
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/dragdrop/dragdrop-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/container-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/connection/connection-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/datasource/datasource-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/menu-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/autocomplete/autocomplete-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/element/element-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/button-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/hudson-behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/storage/storage-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/sortable.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:08 -0800] "GET /jenkins/static/632e0264/scripts/yui/cookie/cookie-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:09 -0800] "GET /jenkins/static/632e0264/images/headshot.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:09 -0800] "GET /jenkins/static/632e0264/images/title.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:09 -0800] "GET /jenkins/static/632e0264/images/16x16/help.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:09 -0800] "GET /jenkins/static/632e0264/images/16x16/collapse.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:09 -0800] "GET /jenkins/static/632e0264/images/24x24/notepad.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:09 -0800] "GET /jenkins/static/632e0264/plugin/translation/flags.png HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:10 -0800] "GET /jenkins/login?from=/jenkins/view/SP302/job/SRS_RMA_BUILD_TRIGGER_BY_RMADEV_SP302/ HTTP/1.1" 200 5202
10.58.180.73 - - [03/Dec/2015:23:57:10 -0800] "GET /jenkins/static/632e0264/css/style.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:10 -0800] "GET /jenkins/static/632e0264/css/color.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:10 -0800] "GET /jenkins/static/632e0264/css/responsive-grid.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:10 -0800] "GET /jenkins/static/632e0264/scripts/prototype.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:10 -0800] "GET /jenkins/static/632e0264/scripts/behavior.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/assets/skins/sam/skin.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/container/assets/skins/sam/container.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/button/assets/skins/sam/button.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/menu/assets/skins/sam/menu.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/adjuncts/632e0264/lib/layout/breadcrumbs.css HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/adjuncts/632e0264/org/kohsuke/stapler/bind.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/yahoo/yahoo-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/dom/dom-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/event/event-min.js HTTP/1.1" 304 -
10.58.180.73 - - [03/Dec/2015:23:57:11 -0800] "GET /jenkins/static/632e0264/scripts/yui/animation/animation-min.js HTTP/1.1" 304 -
